"","ros_entity_number","ros_entity_name","ros_entity_type","ros_physical_address","ros_physical_city","ros_physical_state","ros_physical_zipcode"
"253",16063138,"biblioteca satelite pueblito del carmen","library","BO PUEBLITO DEL CARMEN CARR.712 INT.7712","GUAYAMA","PR",785
"254",16063260,"biblioteca casa de la juventud","library","CALLE FELIX TIO #33","SABANA GRANDE","PR",637
"255",16063261,"biblioteca electronica de sabana grande","library","CALLE PARQUE BO. RAYO GUARAS","SABANA GRANDE","PR",637
"256",16063575,"biblioteca electronica maguayo","library","CALLE #1 TORO MAGUAYO","LAJAS","PR",667
"257",16063687,"quapaw tribal library","library","905 WHITEBIRD ST.","QUAPAW","OK",74363
"258",16064007,"centro tecnologico comunidad puerto plata","library","CARR.144 K.M. 4.8 INTERIOR BARRIO PLATA","JAYUYA","PR",664
"259",16064024,"biblioteca electronica cantito","library","CARR. 616 BARRIO CANTITO ADENTRO","MANATI","PR",674
"260",16064039,"biblioteca electrónica callejones","library","Calle 454 Barrio Callejones","Lares","PR",669
"261",16064042,"airport outlet","library","8000 ESSINGTON AVENUE","PHILADELPHIA","PA",19153
"262",16064612,"downtown camden branch","library","300 NORTH 4TH STREET LOWER LEVEL","CAMDEN","NJ",8102
"263",16066180,"rota public library","library","PO BOX 537","ROTA","MP",96951
"264",16066294,"library annex","library","238 WEST 8TH","JUNCTION CITY","KS",66441
"265",16066762,"isl data center","library","401 N SHADELAND AVE","INDIANAPOLIS","IN",46219
"266",16067098,"biblioteca comunal sabana hoyos","library","CARR 690, CALLE ENRIQUE LAGUERRE","VEGA ALTA","PR",692
"267",16067171,"centro tecnologico la puntilla","library","CARR 156 RTE 749, BO. RIO HONDO","COMERIO","PR",782
"268",16067361,"biblioteca carmen rosa diaz de olano","library","PO BOX 428","YABUCOA","PR",767
"269",16067923,"garfield park library","library","26 KARLYN DRIVE","NEW CASTLE","DE",19720
"270",16067925,"delaware division of libraries silver lake center","non-instructional facility (nif)","801 SILVER LAKE BOULEVARD","DOVER","DE",19904
"271",16068028,"biblioteca satelite borinquen","library","FRANCISCO G BRUNO FINAL","GUAYAMA","PR",784
"272",16068060,"biblioteca satelite de puerto jobos","library","CARR #3 INTERSECCION 707 CALLE D","GUAYAMA","PR",785
"273",16068080,"biblioteca satelite carite","library","CARR. 179 KM 10.3","GUAYAMA","PR",784
"274",16068082,"biblioteca satellite cimarrona","library","BO. CIMARRONA PARCELAS VUEVA #90","GUAYAMA","PR",784
"275",16068088,"biblioteca satelite loma del viento","library","CALLE SOL #152","GUAYAMA","PR",784
"276",16068090,"biblioteca satelite vives","library","URB. VIVES CALLE C #143","GUAYAMA","PR",784
"277",16068321,"city of hallettsville","library","101 N MAIN ST","HALLETTSVILLE","TX",77964
"278",16068458,"centro tecnologico carmen salas","library","CALLE GUILLERMO ESTEVEZ ESQUINA CEMENTERIO","JAYUYA","PR",664
"279",16068719,"biblioteca santo domingo savio","library","URB VILLA PALMERAS NUM. 2278","San Juan","PR",916
"280",16070654,"torah u'mesorah library","library","153 JAMES ST","LAKEWOOD","NJ",8701
"281",16070660,"illinois heartland lilbrary system-champaign","library","1704 INTERSTATE DRIVE","Champaign","IL",61822
"282",16070704,"the ellie towne community center","library","1660 WEST RUTHRAUFF ROAD","TUCSON","AZ",85705
"283",16070933,"centro ciberntico leonardo avils","library","Ave. Muñoz Rivera Esquina San Juan Calle 119","CAMUY","PR",627
"284",16070965,"biblioteca electronica ramonita figueroa perez","library","CARR. 4416 INT KM 1.6 BO. MALPASO","AGUADA","PR",602
"285",16071019,"centro tecnologico espino","library","181 RD RAMAL 745 KM 1","SAN LORENZO","PR",754
"286",16071147,"centro educativo digital raices","library","PR-511R SECTOR RAICES BO ANON","PONCE","PR",733
"287",16071280,"biblioteca electronica de buen","library","PR 857 INT PABLO PIZARO ST LOTE 1","TRUJILLO BAJO CAROLINA","PR",987
"288",16071311,"centro electronico de palmarejo","library","CARR 164 INTERIOR","COROZAL","PR",783
"289",16071639,"museum branch","library","2008 DELANCEY PL","PHILADELPHIA","PA",19103
"290",16071640,"regional operations center","library","3401 GRAYS FERRY AVE","PHILADELPHIA","PA",19146
"291",16071905,"el centro tecnologico de gripinas","library","CARR 144 RAMAL 527 KM 1.1 BO PO BOX 488","JAYUYA","PR",664
"292",16072709,"bibliotgeca centro de sevicios multiples de anones","library","814 RD. 4.0 KM, ANONES WARD,PO BOX 53","NARANJITO","PR",719
"293",16073026,"biblioteca sector las jaguas","library","PO BOX 53, 164 RD KM 8.4  LOMAS WARD","NARANJITO","PR",719
"294",16073074,"faro del centro urbano","library","67 AVENIDA JOSE DE DIEGO","CAYEY","PR",736
"295",16073075,"faro del saber de beatriz","library","PR-1 KM 49.6 BEARTRIZ WARD","CAYEY","PR",736
"296",16073172,"biblioteca centro servicios a la juventud","library","CALLE PALMER, PO BOX 1149","SALINAS","PR",751
"297",16073407,"biblioteca pedro antonio gelabert","library","265 Calle San Francisco","SAN JUAN","PR",901
"298",16074091,"tccl server room","non-instructional facility (nif)","633 W. THIRD","TULSA","OK",74116
"299",16074126,"tccl administrative offices","non-instructional facility (nif)","4401 S SHERIDAN","TULSA","OK",74116
"300",16074233,"reaching across illinois library system","library","220 W 23RD AVE","COAL VALLEY","IL",61240
"301",16074234,"reaching across illinois library system","library","600 HIGH POINT LN","EAST PEORIA","IL",61611
"302",16074235,"reaching across illinois library system","library","4607 COLT RD","ROCKFORD","IL",61109
"303",16074236,"reaching across illinois library system","library","1000 W CROSSROADS PKWY","BOLINGBROOK","IL",60490
"304",16074328,"roesel-lane tech center","library","10 JOURNAL SQUARE","HAMILTON","OH",45011
"305",16075386,"southern california library for social studies and research","library","6120 S VERMONT AVE","LOS ANGELES","CA",90044
"306",16075410,"centros sor isolina ferre - adm. central","non-instructional facility (nif)","AVE. HOSTOS #834 LA PLAYA","PONCE","PR",717
"307",16075490,"dacusville branch library","library","2671 EARLS BRIDGE ROAD","EASLEY","SC",29640
"308",16075818,"centro tecnologico bairoa","library","156 RD 52 KM BAIROA WARD AGUAS","BUENAS","PR",703
"309",16075835,"centro tecnologico de san lorenzo","library","CARR. 567 KM. 4.4 CALLE","MOROVIS","PR",687
"310",16075883,"massachusetts historical society","library","1154 BOYLSTON ST","BOSTON","MA",2215
"311",16075899,"biblioteca de la comunidad de country club","library","ML9 CALLE 410","CAROLINA","PR",982
"312",16076005,"boys and girls club las margaritas","library","AVENIDA EDUARDO CONDE FINAL, RES. LAS MARGARITAS","SANTURCE","PR",915
"313",16076006,"boys and girls club ramos antonini","library","CALLE ANA OTERO FINAL","RIO PIEDRAS","PR",924
"314",16076007,"boys and girls club of mayaguez","library","RES. F.D. ROOSEVELT","MAYAGUEZ","PR",680
"315",16076009,"boys and girls club of carolina","library","CALLE 24, VILLA CAROLINA","CAROLINA","PR",983
"316",16076037,"boys and girls club residencial","library","AVE. CAMPO RICO","CAROLINA","PR",987
"317",16076038,"boys and girls club of arecibo","library","CARR. 651. CRUCE AVENIDA CONSTITUCION","ARECIBO","PR",612
"318",16076041,"boys and girls club of aguas buenas","library","CALLE#1 URB. SAN ANTONIO","AGUAS BUENAS","PR",703
"319",16076043,"boys and girls club res. luis llorens torres","library","CALLE MARIA ISABEL","SANTURCE","PR",918
"320",16076044,"boys and girls club of loiza","library","CARR. 187 MEDIANIA ALTA","LOIZA","PR",772
"321",16076045,"boys and girls club of isabela","library","AVE. JUAN HERNANDEZ","ISABELA","PR",662
"322",16076046,"boys and girls club of bayamon","library","RESIDENCIAL BARBOSA DE BAYAMON","BAYAMON","PR",957
"323",16076047,"boys and girls club of vieques","library","MARIA SIMMONS DE RIVERA CARR. #993 KM.2","VIEQUES","PR",765
"324",16076056,"boys and girls club of san lorenzo","library","201 AVENUE DE DIEGO","SAN LORENZO","PR",754
"325",16076067,"centro de recurso de aprendizaje de hato rey","library","427 AVE BARBOSA","HATO REY","PR",923
"326",16076068,"centro de recurso de apprendizaje de bayamon","library","CARR #2 KM15.9 PARQUE IND.","BAYAMON","PR",959
"327",16076069,"centro de recurso de appendizaje de fajardo","library","267 CALLE GENREAL FALERO","FAJARDO","PR",738
"328",16076071,"centro de recurso de aprendizaje de juana diaz","library","CARR 149 KM 55.9","SAN JUAN","PR",910
"329",16076074,"centro de recurso deparendizaje de manati","library","CARR 604, KM 49.1","MANATI","PR",674
"330",16076075,"centro de recurso de aprendizaje de mayagues","library","BARRIO ALGARROBO","MAYAGUEZ","PR",680
"331",16076290,"support services center","non-instructional facility (nif)","885 BERT KOUNS INDUSTRIAL LOOP","SHREVEPORT","LA",71118
"332",16077077,"old post office","library","504 E. MAIN ST","LOUISVILLE","OH",44641
"333",16077206,"cabot public library","library","506 N GRANT","CABOT","AR",72023
"334",16077379,"thistle cottage","library","122  SOUTH CHERRY ST.","GREENVILLE","KY",42345
"335",16077530,"el amor espera inc.","library","CARR. 167 KM. 19.2, PMB 286 PO BOX 607071","BAYAMON","PR",960
"336",16077686,"deerfield computer lab","library","1450 STATE ROUTE 14","DEERFIELD","OH",44411
"337",16078914,"lithia springs fulton county data center","non-instructional facility (nif)","375 RIVERSIDE PKWY","LITHIA SPRINGS","GA",30122
"338",16078997,"pryor street fulton county data center","non-instructional facility (nif)","141 PRYOR ST.","ATLANTA","GA",30303
"339",16079860,"iglesia de dios pentecostal m.i.","library","BO. TEJAS I, CARR. 908 K4.8, PO BOX 571","HUMACAO","PR",792
"340",16079907,"centro tec. caguabo","library","CARR. 115, SECTOR LA TOSCA, CAGUBO, ANASCO","ANASCO","PR",610
"341",16079999,"centro tec. lavadero","library","CALLE VICTORIA, INT. CALLE PURA BRISA","HORMIGUEROS","PR",660
"342",16080034,"centro tec. aceituna","library","CARR. 464 KM. 2.6 INTERIOR BO. ACEITUNA MOCA","MOCA","PR",676
"343",16080132,"biblioteca de la comunidad de la ceramica","library","PO BOX 8","CAROLINA","PR",982
"344",16080509,"integrated library/related services","non-instructional facility (nif)","216 S OXFORD AVE","LOS ANGELES","CA",90004
"345",16080584,"biblioteca palmallanos","library","Carr. 111 Km. 22.8 Bo. Lares, Sector Palmallanos","Lares","PR",669
"346",16080655,"planning commission library","library","601 E KENNEDY BLVD FL 18","TAMPA","FL",33602
"347",16080681,"biblioteca electronica del hoyo","library","PO BOX 97, BO. HOYOS","HORMIGUEROS","PR",660
"348",16080682,"biblioteca electronica carr. nueva","library","PO BOX 97, CARR NUEVA # 344 KM 2.8 INT.","HORMIGUEROS","PR",660
"349",16080746,"faro de esperanza-cayey","library","CARR.1 KM 58.4 SUITE 102","CAYEY","PR",736
"350",16080750,"faro de esperanza-juana diaz","library","URB. SAN THOMAS CALLE SANTOS VERGES #17","JUANA DIAZ","PR",795
"351",16080751,"carino y vida-punta diamante","library","AVE. LAS AMERICAS PLAZOLETA LAS AMERICAS 2015","PONCE","PR",728
"352",16080754,"calizas-intervencion primaria","library","CENTRO COMUNAL NUEVO MAMEYES","PONCE","PR",728
"353",16080755,"carino y vida ii-cantera","library","URB. LOS MAESTROS #7579 CALLE DR. JAIME COSTA DIAZ","PONCE","PR",730
"354",16080756,"carino y vida ii-cantera ext. nuevo mameyes","library","SECTOR EL TUQUE EXT. BRISAS DEL CARIBE","PONCE","PR",730
"355",16080757,"faro de esperanza-rosaly","library","CALLE 1#638, BO. MIRAFLORES PARCELAS PALO BLANCO","PONCE","PR",717
"356",16080758,"alternativa el tuque abc","library","SCTR EL TUQUE EXT BRISAS DEL CARIBE CALLE 13#654","PONCE","PR",728
"357",16080759,"faro de esperanza-salinas","library","CALLE GUAYAMA #10","SALINAS","PR",751
"358",16081057,"biblioteca mayaguez","library","#110 CALLE PILAR DEL RILLO","MAYAGUEZ","PR",681
"359",16081069,"professional career center de peñuelas","library","CARRETERA MUNICIPAL BO. QUEBRADA CEIBA","PEÑUELAS","PR",624
"360",16081115,"biblioteca luz oyola","library","CARR. 493, KM. 3.6 BO. CORCOVADO","HATILLO","PR",659
"361",16081116,"biblioteca electronica pajuil","library","PARCELAS ROBERTO CLEMENTE 1-CALLE A. SECTOR PAJUIL","HATILLO","PR",659
"362",16081299,"instituto de musica 1","library","JUAN MORELL CAMPOS CALLE CRISTINA","PONCE","PR",730
"363",16081300,"instituto de musica 2","library","ESQUINA MAYOR","PONCE","PR",730
"364",16081301,"centro de educacion digital punta diamente","library","BO. PUNTA DIAMANTE","PONCE","PR",730
"365",16081394,"centro tecnologico casa de bendicion de gurabo","library","CALLE SANTIAGO FINAL, #22","GURABO","PR",727
"366",16081588,"mechanics' institute","library","57 POST ST","SAN FRANCISCO","CA",94104
"367",16081776,"biblioteca comunitaria impacto de amor nueva atenas","library","CALLE MENDEZ VIGO #114","PONCE","PR",730
"368",16081859,"centro tecnologico de hato","library","183 5T KM 6","HATO PARCELAS WARD SAN LORENZO","PR",754
"369",16081861,"centro tecnologico de jagual","library","181 5T KM 7","JAGUAL WARD","PR",754
"370",16081862,"centro tecnologico de quebrada arena","library","181 5T KM 11","SECTOR CARMELO FIGUEROA","PR",754
"371",16081864,"centro tecnologico de cerro gordo","library","916 5T KM 4","SECTOR JOSEFA DOMINGUEZ","PR",754
"372",16081936,"central tecnologico amor que sana","library","14 ROSICH","PONCE","PR",730
"373",16081948,"codech","library","CARR. 2 KM. 34-8","VEGA BAJA","PR",693
"374",16082098,"biblioteca electronica parcelas vazquez","library","3 MIGUEL COLON ST PARCELA VAZQUEZ WARD","SALINAS","PR",751
"375",16082100,"biblioteca electronica las mareas","library","3 ST KM.2","SALINAS","PR",751
"376",16082748,"library annex","library","106 JUSTICE STREET","LOUISBURG","NC",27549
"377",16082839,"biblioteca comunitaria escuela cristobal santana melecio sat. de jsdcl","library","CALLE 8","DORADO","PR",646
"378",16082840,"biblioteca comunitaria escuela elisa davila vasquez, sat. de jsdcl","library","CARR. 679, SECT. FORTUNA","VEGA ALTA","PR",692
"379",16082841,"biblioteca comunitaria escuela rosa m. rodriguez, sat. de jsdcl","library","CALLE JUPITER","VEGA BAJA PLAYA","PR",693
"380",16082848,"centro tecnologico iglesia de dios pentecostal mi de ponce","library","CALLE SALAMAN NUM. 71 BO.","PLAYA DE PONCE","PR",624
"381",16082871,"museo biblioteca  la casa del libro","library","255 CALLE DEL CRISTO","SAN JUAN","PR",901
"382",16082936,"centro digital brisas del caribe","library","CENTRO COMUNAL BRISAS DEL CARIBE CALLE PRINCIPAL","PONCE","PR",728
"383",16083083,"centro tecnologico san miguel","library","#30 ESTRELLA STREET","PONCE","PR",731
"384",16083638,"pgcmls data center","library","9201 BASIL CT","GLENARDEN","MD",20774
"385",16083721,"mobile library","library","885 BERT KOUNS IND. LOOP","SHREVEPORT","LA",71118
"386",16083949,"centro tecnologico daguey","library","URB. REPARTO DAGUEY, CALLE #7","ANASCO","PR",610
"387",16083950,"centro tecnologico parcelas maria","library","CARR. 402 KM. 5 BO. MARIAS","ANASCO","PR",610
"388",16083952,"centro tecnologico carreras cancha","library","CARR. 405 KM 1.2 BO. CARRERAS","ANASCO","PR",610
"389",16084130,"centro tecnologico zamas","library","CARR 528 KM 2.0","JAYUYA","PR",644
"390",16084465,"scranton public library technical services unit","library","2006 N MAIN AVE","SCRANTON","PA",18508
"391",16084988,"coushatta tribe of louisiana library","library","371 CAMP COUSHATTA RD","ELTON","LA",70532
"392",16085182,"main library annex","library","146 South Paint St.","Chillicothe","OH",45601
"393",16085445,"administracion central-teen challenge","non-instructional facility (nif)","CARR. #2 KM.7 HM 7, BO. JUAN DOMINGO","BAYAMÓN","PR",958
"394",16085446,"centro tecnológico buena vista","library","BO BUENA VISTA, SEC OYOLA CARR. #167 INT. KM 12.7","BAYAMÓN","PR",958
"395",16085448,"centro tecnológico islote","library","BO. ISLOTE SECTOR VIBORRA CARR. # 681 KM 13.4","ARECIBO","PR",612
"396",16751,"bookmobile center","library","50 ALEXANDER ST","PITTSBURGH","PA",15220
"397",17000010,"centro tecnológico refugio de salvación-carolina","library","Bo. Saint Just Calle 4 Bloque 229","Carolina","PR",986
"398",17000017,"centro tecnológico posada la victoria","library","Calle Principal 165 Km 4 Parcela #52 Bo. Galateo","Toa Alta","PR",953
"399",17000020,"centro tecnológico api","library","Calla 14 al final Parcela 125, Bo. La Central","Canóvanas","PR",729
"400",17000041,"centro tecnológico servicios sociales- mayagüez i","library","Bo. Miradero, Carr. 108  Int. Calle Obispado Final","Mayagüez","PR",680
"401",17000044,"centro tecnológico prosavif","library","Carr. # 3 Int, 748 KM 0","Guayama","PR",785
"402",17000091,"centro tecnológico ayuda al menesteroso","library","Carr. 179, Km 2.0 Bo. Guamaní","Guayama","PR",784
"403",17000092,"centro tecnológico rayos de esperanza","library","Urb. Estancias del Parque Calle # 3 al final, Bo. Canovanillas","Carolina","PR",979
"404",17000213,"centro de servicios a la comunidad, inc.","library","Carr. 455 Bo. Cibao KM 24","San Sebastián","PR",685
"405",17000264,"centro tecnológico ponceño de autismo","library","Calle Sol #120","Ponce","PR",730
"406",17000365,"centro de estudio punta diamante","library","Calle Sor Rosa M. Rivera Perez, GG 14 Punta Diamante","Ponce","PR",728
"407",17000415,"centro tecnológico ciudad refugio-mayagüez","library","Calle Post # 10","Mayagüez","PR",680
"408",17000420,"biblioteca electrónica égida del policía - trujillo alto","library","Carr. 181 Km 4.4 Expreso Manuel Rivera Morales","Trujillo Alto","PR",976
