"","FSCSKEY","FSCS_SEQ","LIBNAME","STABR","ADDRESS","POPU_LSA","POP_CATEGORY","ros_entity_number","ros_entity_name"
"204","AL0108",10,"BIRMINGHAM PUBLIC - INGLENOOK BRANCH","AL","4100 40TH TERRACE NORTH",209880,"100Kover",39293,"Inglenook Branch Library"
"205","AL0108",11,"BIRMINGHAM PUBLIC - NORTH AVONDALE BRANCH","AL","501 43RD STREET NORTH",209880,"100Kover",39314,"North Avondale Branch Library"
"206","AL0108",12,"BIRMINGHAM PUBLIC - NORTH BIRMINGHAM REGIONAL BRANCH","AL","2501 31ST AVENUE NORTH",209880,"100Kover",39194,"North Birmingham Br Library"
"207","AL0108",13,"BIRMINGHAM PUBLIC - POWDERLY BRANCH","AL","3301 JEFFERSON AVENUE SW",209880,"100Kover",39307,"Powderly Branch Library"
"208","AL0108",14,"BIRMINGHAM PUBLIC - PRATT CITY BRANCH","AL","1100 HIBERNIAN STREET",209880,"100Kover",39253,"Pratt City Branch Library"
"209","AL0108",16,"BIRMINGHAM PUBLIC - SMITHFIELD BRANCH","AL","18TH AVENUE WEST",209880,"100Kover",39165,"Smithfield Branch Library"
"210","AL0108",17,"BIRMINGHAM PUBLIC - SOUTHSIDE BRANCH","AL","1814 11TH AVENUE SOUTH",209880,"100Kover",39177,"Southside Branch Library"
"211","AL0108",18,"BIRMINGHAM PUBLIC - SPRINGVILLE ROAD REGIONAL BRANCH","AL","1224 OLD SPRINGVILLE ROAD",209880,"100Kover",39268,"Springville Rd Branch Library"
"212","AL0108",19,"BIRMINGHAM PUBLIC - TITUSVILLE BRANCH","AL","26TH AVENUE SW",209880,"100Kover",39224,"Titusville Branch Library"
"213","AL0108",20,"BIRMINGHAM PUBLIC - WEST END BRANCH","AL","1348 TUSCALOOSA AVE. SW",209880,"100Kover",39220,"West End Branch Library"
"214","AL0108",21,"BIRMINGHAM PUBLIC - WOODLAWN BRANCH","AL","5709 FIRST AVENUE NORTH",209880,"100Kover",39233,"Woodlawn Branch Library"
"215","AL0108",22,"BIRMINGHAM PUBLIC - WYLAM BRANCH","AL","4300 7TH AVENUE, WYLAM",209880,"100Kover",39324,"Wylam Branch Library"
"216","AL0109",2,"FORT PAYNE - DEKALB COUNTY PUBLIC LIBRARY","AL","504 GRAND AVENUE NW",58603,"50to100K",NA,NA
"217","AL0110",2,"COLLINSVILLE PUBLIC LIBRARY","AL","151 MAIN STREET",1962,"Under5k",NA,NA
"218","AL0111",2,"GERALDINE PUBLIC LIBRARY","AL","13543 ALABAMA HIGHWAY 227",893,"Under5k",148930,"Geraldine Public Library"
"219","AL0112",2,"RAINSVILLE PUBLIC LIBRARY","AL","941 EAST MAIN STREET",5034,"5to25K",NA,NA
"220","AL0113",3,"ESCAMBIA COUNTY COOPERATIVE LIBRARY SYSTEM","AL","700 EAST CHURCH STREET",20827,"5to25K",NA,NA
"221","AL0114",2,"ATMORE PUBLIC LIBRARY","AL","700 E. CHURCH STREET",9354,"5to25K",NA,NA
"222","AL0115",2,"BREWTON PUBLIC LIBRARY","AL","206 WEST JACKSON STREET",5189,"5to25K",NA,NA
"223","AL0116",2,"FLOMATON PUBLIC LIBRARY","AL","DR VAN AVENUE",1378,"Under5k",NA,NA
"224","AL0117",2,"GADSDEN - ETOWAH COUNTY PUBLIC LIBRARY","AL","254 COLLEGE STREET",66454,"50to100K",NA,NA
"225","AL0117",5,"GADSDEN - ETOWAH COUNTY PUBLIC - EAST GADSDEN BRANCH","AL","809 EAST BROAD STREET",66454,"50to100K",NA,NA
"226","AL0117",8,"HOYT WARSHAM ALABAMA CITY BRANCH LIBRARY","AL","2700 WEST MEIGHAN BLVD",66454,"50to100K",NA,NA
"227","AL0118",2,"ATTALLA - ETOWAH COUNTY PUBLIC LIBRARY","AL","604 NORTH 4TH STREET",5799,"5to25K",NA,NA
"228","AL0118",3,"ATTALLA - ETOWAH COUNTY PUBLIC LIBRARY BOOKMOBILE","AL","604 NORTH 4TH STREET",5799,"5to25K",NA,NA
"229","AL0119",2,"RAINBOW CITY PUBLIC LIBRARY","AL","3702 RAINBOW DRIVE",9565,"5to25K",NA,NA
"230","AL0121",2,"DEMOPOLIS PUBLIC LIBRARY","AL","211 E. WASHINGTON STREET",11946,"5to25K",NA,NA
"231","AL0122",2,"MARENGO COUNTY PUBLIC LIBRARY","AL","210 NORTH SHILOH STREET",7120,"5to25K",NA,NA
"232","AL0123",4,"MARSHALL COUNTY COOPERATIVE LIBRARY","AL","19348 HIGHWAY 431 NORTH",47169,"25to50K",NA,NA
"233","AL0124",2,"ARAB PUBLIC LIBRARY","AL","325 2ND STREET NW",8321,"5to25K",NA,NA
"234","AL0125",2,"BOAZ PUBLIC LIBRARY","AL","404 THOMAS AVE.",9656,"5to25K",NA,NA
"235","AL0126",2,"GUNTERSVILLE PUBLIC LIBRARY","AL","1240 O`BRIG AVENUE",8482,"5to25K",NA,NA
"236","AL0127",2,"ALBERTVILLE PUBLIC LIBRARY","AL","200 JACKSON STREET",21568,"5to25K",NA,NA
"237","AL0128",2,"HARRISON REGIONAL LIBRARY SYSTEM","AL","50 LESTER STREET",44807,"25to50K",NA,NA
"238","AL0128",4,"HARPERSVILLE PUBLIC LIBRARY","AL","39397 HIGHWAY 25",44807,"25to50K",NA,NA
"239","AL0128",5,"WESTOVER PUBLIC LIBRARY","AL","3312 WESTOVER ROAD",44807,"25to50K",NA,NA
"240","AL0129",2,"ALABASTER - ALBERT L. SCOTT LIBRARY","AL","100 9TH STREET N.W.",33340,"25to50K",NA,NA
"241","AL0130",2,"CALERA PUBLIC LIBRARY","AL","9700 HIGHWAY 25",14380,"5to25K",NA,NA
"242","AL0131",2,"COLUMBIANA PUBLIC LIBRARY","AL","50 LESTER STREET",4588,"Under5k",NA,NA
"243","AL0132",2,"HELENA - JANE B. HOLMES PUBLIC LIBRARY","AL","230 TUCKER ROAD",19529,"5to25K",NA,NA
"244","AL0133",2,"VINCENT - LALLOUSE MCGRAW PUBLIC LIBRARY","AL","42850 HIGHWAY 25",2164,"Under5k",NA,NA
"245","AL0134",2,"PARNELL MEMORIAL LIBRARY","AL","277 PARK DRIVE",6674,"5to25K",NA,NA
"246","AL0135",2,"PELHAM PUBLIC LIBRARY","AL","2000 PELHAM PARK BLVD",23744,"5to25K",NA,NA
"247","AL0136",2,"WILSONVILLE - VERNICE STOUDENMIRE LIBRARY","AL","9905 NORTH MAIN STREET",2014,"Under5k",NA,NA
"248","AL0137",2,"NORTH SHELBY COUNTY LIBRARY","AL","5521 CAHABA VALLEY ROAD",50936,"50to100K",NA,NA
"249","AL0137",3,"MT LAUREL LIBRARY","AL","111 OLMSTED STREET",50936,"50to100K",NA,NA
"250","AL0140",2,"ALICEVILLE PUBLIC LIBRARY","AL","416 THIRD AVENUE NE",2301,"Under5k",NA,NA
"251","AL0141",2,"CARROLLTON PUBLIC LIBRARY","AL","225 COMMERCE AVENUE",957,"Under5k",NA,NA
"252","AL0142",2,"GORDO - RUTH HOLLIMAN MEMORIAL PUBLIC LIBRARY","AL","287 MAIN STREET SOUTH",1624,"Under5k",NA,NA
"253","AL0143",2,"REFORM PUBLIC LIBRARY","AL","302 FIRST STREET SOUTH",1566,"Under5k",NA,NA
"254","AL0145",2,"ASHVILLE PUBLIC LIBRARY","AL","196 SIXTH AVENUE",8943,"5to25K",NA,NA
"255","AL0146",2,"MOODY - DORIS STANLEY MEMORIAL LIBRARY","AL","300 BOOKMARK CIRCLE",19693,"5to25K",NA,NA
"256","AL0147",2,"ODENVILLE PUBLIC LIBRARY","AL","200 ALABAMA STREET",10418,"5to25K",NA,NA
"257","AL0148",2,"PELL CITY PUBLIC LIBRARY","AL","1000 BRUCE ETHEREDGE PKWY STE 100",22732,"5to25K",NA,NA
"258","AL0151",2,"YORK - HIGHTOWER MEMORIAL LIBRARY","AL","630 AVENUE A",5797,"5to25K",NA,NA
"259","AL0152",2,"LIVINGSTON - RUBY PICKENS TARTT PUBLIC LIBRARY","AL","206 MONROE ST.",6894,"5to25K",NA,NA
"260","AL0154",2,"ANNISTON AND CALHOUN COUNTY PUBLIC LIBRARY","AL","108 EAST 10TH STREET",74084,"50to100K",17007218,"Public Library Of Anniston-Calhoun County"
"261","AL0154",3,"ANNISTON AND CALHOUN  COUNTY - CARVER BRANCH","AL","722 W. 14TH STREET",74084,"50to100K",NA,NA
"262","AL0154",6,"ANNISTON AND CALHOUN COUNTY - BOOKMOBILE","AL","108 EAST 10TH STREET",74084,"50to100K",NA,NA
"263","AL0155",2,"JACKSONVILLE PUBLIC LIBRARY","AL","200 PELHAM ROAD SOUTH",12531,"5to25K",NA,NA
"264","AL0156",2,"PIEDMONT PUBLIC LIBRARY","AL","106 NORTH MAIN STREET",4589,"Under5k",NA,NA
"265","AL0157",2,"AKRON PUBLIC LIBRARY","AL","207 FIRST AVENUE SOUTH",1752,"Under5k",NA,NA
"266","AL0158",3,"DOTHAN - ASHFORD BRANCH LIBRARY","AL","305 SIXTH AVENUE",104722,"100Kover",NA,NA
"267","AL0158",8,"DOTHAN HOUSTON COUNTY LIBRARY SYSTEM","AL","445 NORTH OATES STREET",104722,"100Kover",NA,NA
"268","AL0158",9,"DOTHAN HOUSTON COUNTY BOOKMOBILE","AL","445 NORTH OATES STREET",104722,"100Kover",NA,NA
"269","AL0158",10,"DOTHAN - WESTGATE BRANCH LIBRARY","AL","535 RECREATION ROAD",104722,"100Kover",NA,NA
"270","AL0159",2,"BLOUNTSVILLE PUBLIC LIBRARY","AL","65 CHESTNUT STREET",14049,"5to25K",NA,NA
"271","AL0160",2,"CHEROKEE PUBLIC LIBRARY","AL","118 CHURCH STREET",5301,"5to25K",NA,NA
"272","AL0161",2,"BRENT - CENTREVILLE PUBLIC LIBRARY","AL","20 LIBRARY STREET",18563,"5to25K",NA,NA
"273","AL0162",2,"CHILTON - CLANTON PUBLIC LIBRARY","AL","100 FIRST AVENUE",44153,"25to50K",NA,NA
"274","AL0162",3,"CHILTON - CLANTON PUBLIC - JEMISON BRANCH LIBRARY","AL","160 MAIN STREET",44153,"25to50K",NA,NA
"275","AL0162",4,"CHILTON - CLANTON PUBLIC - MAPLESVILLE BRANCH","AL","9400 MAIN STREET",44153,"25to50K",NA,NA
"276","AL0163",2,"CHOCTAW COUNTY PUBLIC LIBRARY","AL","124 NORTH ACADEMY AVENUE",12841,"5to25K",NA,NA
"277","AL0163",3,"CHOCTAW COUNTY PUBLIC - GILBERTOWN BRANCH","AL","251 COLLEGE STREET",12841,"5to25K",NA,NA
"278","AL0164",2,"CITRONELLE MEMORIAL LIBRARY","AL","7855 STATE STREET",3889,"Under5k",NA,NA
"279","AL0165",2,"GROVE HILL PUBLIC LIBRARY","AL","108 DUBOSE AVENUE",6052,"5to25K",NA,NA
"280","AL0166",3,"HUNTSVILLE PUBLIC - BESSIE K. RUSSELL BRANCH","AL","3011-C SPARKMAN DRIVE",366519,"100Kover",NA,NA
"281","AL0166",5,"HUNTSVILLE PUBLIC - ELEANOR E. MURPHY BRANCH","AL","7910 CHARLOTTE DRIVE",366519,"100Kover",NA,NA
"282","AL0166",6,"GURLEY PUBLIC LIBRARY","AL","225 WALKER STREET",366519,"100Kover",NA,NA
"283","AL0166",8,"HUNTSVILLE PUBLIC - MADISON BRANCH LIBRARY","AL","142 PLAZA DRIVE",366519,"100Kover",NA,NA
"284","AL0166",9,"HUNTSVILLE PUBLIC - ELIZABETH CARPENTER PUBLIC LIBRARY","AL","5496 MAIN STREET",366519,"100Kover",NA,NA
"285","AL0166",13,"HUNTSVILLE PUBLIC - TRIANA BRANCH","AL","357 RECORD ROAD",366519,"100Kover",NA,NA
"286","AL0166",15,"HUNTSVILLE - MADISON COUNTY PUBLIC LIBRARY BOOKMOBILE","AL","915 MONROE STREET",366519,"100Kover",NA,NA
"287","AL0166",16,"HUNTSVILLE PUBLIC - BAILEY COVE BRANCH LIBRARY","AL","1409 WEATHERLY PLAZA",366519,"100Kover",NA,NA
"288","AL0166",17,"HUNTSVILLE PUBLIC - DR. RICHARD SHOWERS, SR. LIBRARY","AL","4600 BLUE SPRING ROAD",366519,"100Kover",NA,NA
"289","AL0166",22,"HUNTSVILLE PUBLIC - TILLMAN HILL BRANCH","AL","131 KNOWLEDGE DRIVE",366519,"100Kover",NA,NA
"290","AL0166",23,"HUNTSVILLE PUBLIC - MONROVIA BRANCH LIBRARY","AL","254 ALLEN DRAKE ROAD",366519,"100Kover",NA,NA
"291","AL0166",25,"HUNTSVILLE - MADISON COUNTY PUBLIC LIBRARY","AL","915 MONROE STREET",366519,"100Kover",NA,NA
"292","AL0166",28,"HUNTSVILLE PUBLIC - CAVALRY HILLS BRANCH","AL","2800 POPLAR AVENUE",366519,"100Kover",NA,NA
"293","AL0167",2,"EUTAW - JAMES C. POOLE, JR. MEMORIAL LIIBRARY","AL","420 PRAIRIE AVENUE",8233,"5to25K",NA,NA
"294","AL0168",2,"GREENVILLE - BUTLER COUNTY PUBLIC LIBRARY","AL","309 FORT DALE STREET",19680,"5to25K",NA,NA
"295","AL0169",2,"HALE COUNTY LIBRARY","AL","1103 MAIN STREET",6366,"5to25K",NA,NA
"296","AL0170",2,"CHICKASAW - INA PULLEN SMALLWOOD MEMORIAL LIBRARY","AL","224 GRANT STREET",5745,"5to25K",NA,NA
"297","AL0171",2,"JACKSON - WHITE SMITH MEMORIAL LIBRARY","AL","213 COLLEGE AVENUE",9349,"5to25K",NA,NA
"298","AL0172",2,"MARION - PERRY COUNTY PUBLIC LIBRARY","AL","202 WASHINGTON STREET",5429,"5to25K",NA,NA
"299","AL0173",2,"WOODVILLE PUBLIC LIBRARY","AL","26 VENSON STREET",718,"Under5k",NA,NA
"300","AL0174",2,"CITY OF BAYOU LA BATRE PUBLIC LIBRARY","AL","12747 PADGETT SWITCH ROAD",2503,"Under5k",NA,NA
"301","AL0175",2,"SCOTTSBORO PUBLIC LIBRARY","AL","1002 SOUTH BROAD STREET",36843,"25to50K",NA,NA
"302","AL0176",2,"ONEONTA PUBLIC LIBRARY","AL","221 SECOND STREET SOUTH",43791,"25to50K",NA,NA
"303","AL0177",2,"THOMASVILLE PUBLIC LIBRARY","AL","1401 MOSLEY DRIVE",8519,"5to25K",NA,NA
"304","AL0178",2,"MACON COUNTY - TUSKEGEE PUBLIC LIBRARY","AL","302 SOUTH MAIN STREET",18439,"5to25K",NA,NA
"305","AL0179",2,"MOUNDVILLE PUBLIC LIBRARY","AL","279 MARKET STREET",5773,"5to25K",NA,NA
"306","AL0180",2,"UNIONTOWN PUBLIC LIBRARY","AL","108 WATER STREET",3711,"Under5k",NA,NA
"307","AL0181",2,"PRICHARD PUBLIC LIBRARY","AL","300 LOVEJOY LOOP WEST",21531,"5to25K",NA,NA
"308","AL0181",4,"PRICHARD PUBLIC - MITCHELL BRANCH","AL","4440 HIGHPOINT BLVD",21531,"5to25K",NA,NA
"309","AL0182",3,"WASHINGTON COUNTY PUBLIC - MCINTOSH BRANCH LIBRARY","AL","803 RIVER ROAD",16378,"5to25K",NA,NA
"310","AL0182",4,"WASHINGTON COUNTY PUBLIC LIBRARY","AL","14102 ST. STEPHENS AVE.",16378,"5to25K",NA,NA
"311","AL0182",6,"WASHINGTON COUNTY BOOKMOBILE","AL","14102 ST. STEPHENS AVE",16378,"5to25K",NA,NA
"312","AL0184",2,"EVERGREEN - CONECUH COUNTY PUBLIC LIBRARY","AL","119 CEMETERY AVENUE",12277,"5to25K",NA,NA
"313","AL0186",2,"MOBILE PUBLIC LIBRARY - BEN MAY MAIN LIBRARY","AL","701 GOVERNMENT STREET",372433,"100Kover",NA,NA
"314","AL0186",4,"MOBILE PUBLIC - PARKWAY BRANCH","AL","1924-B DAUPHIN ISLAND PARKWAY",372433,"100Kover",NA,NA
"315","AL0186",6,"MOBILE PUBLIC - MOORER/SPRING HILL BRANCH","AL","4 MCGREGOR AVENUE SOUTH",372433,"100Kover",NA,NA
"316","AL0186",8,"MOBILE PUBLIC - TOULMINVILLE BRANCH","AL","601 STANTON ROAD",372433,"100Kover",NA,NA
"317","AL0186",11,"MOBILE PUBLIC - SARALAND BRANCH LIBRARY","AL","111 SARALAND LOOP",372433,"100Kover",NA,NA
"318","AL0186",13,"MOBILE PUBLIC LIBRARY - BOOKMOBILE","AL","700 GOVERNMENT STREET",372433,"100Kover",NA,NA
"319","AL0186",14,"MOBILE PUBLIC - WEST REGIONAL LIBRARY","AL","5555 GRELOT ROAD",372433,"100Kover",NA,NA
"320","AL0186",15,"MOBILE PUBLIC - THEODORE OAKS BRANCH","AL","5808 HIGHWAY 90 WEST, SUITE E",372433,"100Kover",NA,NA
"321","AL0186",16,"MOBILE PUBLIC - TRINITY GARDENS COMMUNITY BRANCH LIBRARY","AL","2668 BERKLEY AVENUE",372433,"100Kover",NA,NA
"322","AL0186",17,"SEMMES BRANCH","AL","9150 MOFFETT ROAD",372433,"100Kover",NA,NA
"323","AL0187",2,"MONTGOMERY CITY-COUNTY PUBLIC LIBRARY - JULIETTE HAMPTON MOR","AL","245 HIGH STREET",225763,"100Kover",40033,"Juliette Hampton Morgan Memorial Library"
"324","AL0187",3,"MONTGOMERY CITY-COUNTY PUBLIC LIBRARY - COLISEUM BOULEVARD B","AL","840 COLISEUM BOULEVARD",225763,"100Kover",40073,"Coliseum Blvd Branch Library"
"325","AL0187",5,"MONTGOMERY CITY-COUNTY PUBLIC LIBRARY- GOVERNOR`S SQUARE BRA","AL","2885-B EAST SOUTH BOULEVARD",225763,"100Kover",16021275,"Governors Square Branch Library"
"326","AL0187",8,"MONTGOMERY CITY-COUNTY PUBLIC LIBRARY- PIKE ROAD BRANCH","AL","9585 VAUGHN ROAD",225763,"100Kover",39979,"Pike Road Branch Library"
"327","AL0187",10,"MONTGOMERY CITY-COUNTY PUBLIC LIBRARY - PINTLALA BRANCH","AL","255 FEDERAL ROAD",225763,"100Kover",39962,"Pintlala Branch Library"
"328","AL0187",11,"MONTGOMERY CITY-COUNTY PUBLIC LIBRARY - RAMER BRANCH","AL","5444 STATE HIGHWAY 94",225763,"100Kover",39996,"Ramer Branch Library"
"329","AL0187",12,"MONTGOMERY CITY-COUNTY PUBLIC LIBRARY - BERTHA P. WILLIAMS L","AL","1276 ROSA PARKS AVENUE",225763,"100Kover",40062,"Rosa Parks Avenue Branch Lib"
"330","AL0187",17,"MONTGOMERY CITY-COUNTY PUBLIC LIBRARY- EL LOWDER REGIONAL LI","AL","3950 BELL ROAD",225763,"100Kover",16021279,"E. L. Lowder Regional Branch Library"
"331","AL0187",22,"MONTGOMERY CITY-COUNTY PUBLIC LIBRARY - RUFUS A. LEWIS REGIO","AL","3095 MOBILE HIGHWAY",225763,"100Kover",16021277,"Rufus A. Lewis Regional Branch Library"
"332","AL0187",23,"MONTGOMERY CITY-COUNTY PUBLIC LIBRARY- HAMPSTEAD BRANCH","AL","5240 HAMPSTEAD HIGH STREET",225763,"100Kover",16060349,"Hampstead Branch Library"
"333","AL0187",24,"MONTGOMERY CITY-COUNTY PUBLIC LIBRARY - OUTREACH AND EXTENSI","AL","2885 B EAST SOUTH BOULEVARD",225763,"100Kover",NA,NA
"334","AL0188",2,"WHITE HALL PUBLIC LIBRARY","AL","640 FREEDOM ROAD",2139,"Under5k",NA,NA
"335","AL0189",2,"STEVENSON PUBLIC LIBRARY","AL","102 WEST MAIN STREET",5157,"5to25K",NA,NA
"336","AL0190",2,"KILLEN PUBLIC LIBRARY","AL","325 J. C. MAULDIN HIGHWAY",958,"Under5k",NA,NA
"337","AL0191",2,"LEXINGTON PUBLIC LIBRARY","AL","11075 HIGHWAY 101",708,"Under5k",NA,NA
"338","AL0192",2,"AUTAUGA - PRATTVILLE PUBLIC LIBRARY","AL","254 DOSTER STREET",55601,"50to100K",NA,NA
"339","AL0192",3,"AUTAUGAVILLE PUBLIC LIBRARY","AL","107 N. TAYLOR ROAD",55601,"50to100K",NA,NA
"340","AL0192",4,"BILLINGSLEY PUBLIC LIBRARY","AL","2021 OFFICE STREET",55601,"50to100K",NA,NA
"341","AL0192",5,"MARBURY PUBLIC LIBRARY","AL","205 COUNTY RD. 20",55601,"50to100K",NA,NA
"342","AL0193",2,"FAYETTE COUNTY MEMORIAL LIBRARY","AL","326 TEMPLE AVENUE NORTH",16433,"5to25K",NA,NA
"343","AL0194",2,"PHENIX CITY - RUSSELL COUNTY PUBLIC LIBRARY","AL","1501 17TH AVENUE",57781,"50to100K",NA,NA
"344","AL0195",5,"SELMA - DALLAS COUNTY PUBLIC LIBRARY","AL","1103 SELMA AVENUE",38310,"25to50K",NA,NA
"345","AL0196",2,"WEAVER-BOLDEN BRANCH LIBRARY","AL","2522 LANIER AVE",208911,"100Kover",39376,"Weaver Branch Library"
"346","AL0196",5,"TUSCALOOSA PUBLIC LIBRARY","AL","1801 JACK WARNER PARKWAY",208911,"100Kover",17008791,"Tuscaloosa Public Library"
"347","AL0196",9,"TUSCALOOSA PUBLIC LIBRARY - BOOKMOBILE","AL","1801 JACK WARNER PARKWAY",208911,"100Kover",NA,NA
"348","AL0196",10,"BROWN BRANCH LIBRARY","AL","300B BOBBY MILLER PARKWAY",208911,"100Kover",16036469,"Taylorville Brown Branch Of The Tuscaloosa Public Library"
"349","AL0197",2,"WILCOX COUNTY LIBRARY","AL","100 BROAD STREET",10627,"5to25K",NA,NA
"350","AL0197",3,"WILCOX COUNTY - PINE APPLE BRANCH LIBRARY","AL","124 COUNTY ROAD 59",10627,"5to25K",NA,NA
"351","AL0197",4,"WILCOX COUNTY - PINE HILL BRANCH LIBRARY","AL","530 OAK GROVE STREET",10627,"5to25K",NA,NA
"352","AL0198",2,"MONROE COUNTY PUBLIC LIBRARY","AL","121 PINEVILLE ROAD",21067,"5to25K",NA,NA
"353","AL0199",2,"CULLMAN COUNTY PUBLIC LIBRARY","AL","200 CLARK STREET NE",83442,"50to100K",NA,NA
"354","AL0199",3,"CULLMAN COUNTY PUBLIC - HANCEVILLE BRANCH","AL","201 COMMERCE ST.",83442,"50to100K",NA,NA
"355","AL0199",10,"CULLMAN COUNTY PUBLIC - BOOKMOBILE","AL","200 CLARK ST. NE",83442,"50to100K",NA,NA
"356","AL0199",11,"CULLMAN COUNTY PUBLIC - COLONY BRANCH LIBRARY","AL","151 BYARS ROAD",83442,"50to100K",NA,NA
"357","AL0199",13,"CULLMAN PUBLIC LIBARY - GARDEN CITY BRANCH LIBRARY","AL","501 FIRST AVENUE S",83442,"50to100K",NA,NA
"358","AL0199",14,"CULLMAN PUBLIC LIBRARY - GUY HUNT LIBRARY - HOLLY POND","AL","60 LIONS PARK ROAD",83442,"50to100K",NA,NA
"359","AL0200",2,"VALLEY - H. GRADY BRADSHAW CHAMBERS COUNTY LIBRARY","AL","3419 20TH AVENUE",33615,"25to50K",NA,NA
"360","AL0200",3,"LAFAYETTE PILOT PUBLIC LIBRARY","AL","198 1ST STREET SE",33615,"25to50K",NA,NA
"361","AL0203",2,"HOKES BLUFF PUBLIC LIBRARY","AL","3310 ALFORDS BEND ROAD",4252,"Under5k",NA,NA
"362","AL0204",2,"RAGLAND PUBLIC LIBRARY","AL","26 PROVIDENCE ROAD",8318,"5to25K",NA,NA
"363","AL0206",2,"HAYNEVILLE - LOWNDES COUNTY PUBLIC LIBRARY","AL","215 B TUSKEENA STREET",5292,"5to25K",NA,NA
"364","AL0208",2,"IDER PUBLIC LIBRARY","AL","10808 AL HWY 75",711,"Under5k",NA,NA
"365","AL0209",2,"EUFAULA CARNEGIE LIBRARY","AL","217 NORTH EUFAULA AVENUE",13995,"5to25K",NA,NA
"366","AL0210",2,"GRANT PUBLIC LIBRARY","AL","5379 MAIN STREET",913,"Under5k",NA,NA
"367","AL0211",2,"DALEVILLE PUBLIC LIBRARY","AL","308 DONNELL BOULEVARD",7688,"5to25K",NA,NA
"368","AL0216",2,"COURTLAND PUBLIC LIBRARY","AL","215 COLLEGE STREET",1199,"Under5k",NA,NA
"369","AL0217",2,"EVA PUBLIC LIBRARY","AL","4549 HIGHWAY 55 EAST",948,"Under5k",NA,NA
"370","AL0218",2,"CROSSVILLE PUBLIC LIBRARY","AL","12 LIBRARY LANE",1839,"Under5k",NA,NA
"371","AL0219",2,"WALNUT GROVE - WESTSIDE PUBLIC LIBRARY","AL","5151 WALNUT GROVE ROAD",689,"Under5k",NA,NA
"372","AL0222",2,"ORANGE BEACH PUBLIC LIBRARY","AL","26267 CANAL ROAD",6114,"5to25K",NA,NA
"373","AL0223",2,"SATSUMA PUBLIC LIBRARY","AL","5466 OLD HIGHWAY 43",6157,"5to25K",NA,NA
"374","AL0225",2,"FALKVILLE PUBLIC LIBRARY","AL","7 NORTH 1ST AVENUE",1691,"Under5k",NA,NA
"375","AL0226",2,"SPRINGVILLE PUBLIC LIBRARY","AL","6315 U.S. HIGHWAY 11",10889,"5to25K",NA,NA
"376","AL0227",2,"BRIDGEPORT - LENA CAGLE PUBLIC LIBRARY","AL","401 ALABAMA AVENUE",5507,"5to25K",NA,NA
"377","AL0229",2,"WEST BLOCTON PUBLIC LIBRARY","AL","109 FLORIDA STREET",1239,"Under5k",NA,NA
"378","AL0231",2,"CARBON HILL CITY LIBRARY","AL","215 NW 2ND STREET",1916,"Under5k",NA,NA
"379","AL0238",1,"OHATCHEE PUBLIC LIBRARY","AL","7803 ALABAMA HIGHWAY 77",1151,"Under5k",NA,NA
"380","AL0239",1,"SOMERVILLE PUBLIC LIBRARY","AL","192 BROAD STREET",1212,"Under5k",NA,NA
"381","AL0240",1,"CHELSEA PUBLIC LIBRARY","AL","16623 HIGHWAY 80",13531,"5to25K",NA,NA
"382","AL0241",1,"DUTTON PUBLIC LIBRARY","AL","23 MAIN STREET",3511,"Under5k",NA,NA
"383","AL0242",1,"FORT DEPOSIT PUBLIC LIBRARY","AL","11 MILNER STREET",2543,"Under5k",NA,NA
"384","AL0243",1,"SUMMERDALE - MARJORIE YOUNCE SNOOK PUBLIC LIBRARY","AL","202 WEST BROADWAY STREET",1511,"Under5k",NA,NA
"385","AL0244",1,"CLAY PUBLIC LIBRARY","AL","7257 OLD SPRINGVILLE ROAD",9646,"5to25K",NA,NA
"386","AL0245",1,"ECLECITC PUBLIC LIBRARY","AL","50 MAIN STREET",1023,"Under5k",NA,NA
"387","AL0246",1,"HOBSON CITY PUBLIC LIBRARY","AL","610 MARTIN LUTHER KING DRIVE",761,"Under5k",NA,NA
"388","AL0247",1,"MUNFORD PUBLIC LIBRARY","AL","82 RAILROAD STREET",1363,"Under5k",NA,NA
"389","AL0248",1,"SOUTHSIDE PUBLIC LIBRARY","AL","2138 HIGHWAY 77",8819,"5to25K",NA,NA
"390","AL0249",1,"STEELE PUBLIC LIBRARY","AL","78 HILLVIEW STREET",7697,"5to25K",NA,NA
"391","AL0250",1,"PINSON PUBLIC LIBRARY","AL","4509 PINSON BOULEVARD",7095,"5to25K",NA,NA
"392","AL0251",1,"GLENCOE PUBLIC LIBRARY","AL","101 WEST MAIN STREET",5136,"5to25K",NA,NA
"393","AL0252",1,"MAGNOLIA SPRINGS PUBLIC LIBRARY","AL","12440 MAGNOLIA AVENUE STE 600",816,"Under5k",NA,NA
"394","AL0253",1,"TOWN CREEK PUBLIC LIBRARY","AL","15971 MAIN STREET",1046,"Under5k",NA,NA
"395","AL0254",1,"JEFFERSON COUNTY LIBRARY COOPERATIVE","AL","2100 PARK PLACE",97505,"50to100K",NA,NA
"396","AL0256",1,"PICKENS COUNTY COOPERATIVE LIBRARY","AL","155 REFORM STREET",13490,"5to25K",NA,NA
"397","AL0257",1,"R.L. HADDEN MEMORIAL LIBRARY","AL","17163 ALABAMA 75",2343,"Under5k",NA,NA
"398","AL8004",1,"MOUNT VERNON PUBLIC LIBRARY","AL","19180 SHEPARD LAKE ROAD EAST",1499,"Under5k",NA,NA
